xml filename,htm filename,Sanskrit Filename,Tibetan Filename,d_ref,CBETA number,Remarks Chinese translation,Full title of the text,Additional information,Author,author_id,GRETIL/DSBC Link,Reconstructed,Edition on Archive,DSBC
sa_bhAsa-svapnavAsavadatta.xml,bhassv_u.htm,GK20bhassv_u,,,,,Svapnavāsavadatta,,Bhāsa,P0AT0178,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/bhassv_u.htm,,https://archive.org/search.php?query=Svapnavasavadatta,
sa_bhAsa-dUtavAkya.xml,bhasdutu.htm,GK20bhasdutu,,,,,Dūtavākya,,Bhāsa,P0AT0178,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/bhasdutu.htm,,https://archive.org/search.php?query=D%C5%ABtav%C4%81kya,
,uddkokpu.htm,GK19uddkokpu,,,,,Kokilasandeśa,,Uddaṇḍa,P0AT0177,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/uddkokpu.htm,,,
sa_subandhu-vAsavadattA.xml,suvasavu.htm,GK19suvasavu,,,,,Vāsavadattā,,Subandhu,P0AT0176,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/suvasavu.htm,,https://archive.org/search.php?query=Vasavadatta,
,srngt_pu.htm,GK19srngt_pu,,,,,Srngaratilaka,,Rudrabhaṭṭa,P0AT0175,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/srngt_pu.htm,,,
sa_rUpagosvAmin-haMsadUta.xml,ruphamdu.htm,GK19ruphamdu,,,,,Haṃsadūta,,Rūpa Gosvāmī,P0AT0135,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ruphamdu.htm,,,
,ramodtpu.htm,GK19ramodtpu,,,,,Rāmodanta,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ramodtpu.htm,,,
sa_kAlidAsa-raghuvaMza-kashm1-6.xml,ragh1-6u.htm,GK19ragh1-6u,,,,,Raghuvaṃśa,,Kālidāsa,P8058,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ragh1-6u.htm,,https://archive.org/search.php?query=Raghuva%E1%B9%83%C5%9Ba,
sa_rAghavacaitanya-mahAgaNapatistotra-comm.xml,raggancu.htm,GK19raggancu,,,,,Mahāgaṇapatistotra,,Rāghavacaitanya,P0AT0174,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/raggancu.htm,,,
sa_rUpagosvAmin-padyAvalI.xml,padyavlu.htm,GK19padyavlu,,,,,Padyāvalī,,Rūpa Gosvāmī,P0AT0135,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/padyavlu.htm,,https://archive.org/search.php?query=Padyavali,
,padnscpu.htm,GK19padnscpu,,,,,Navasāhasāṅkacarita,,Padmagupta [Parimala],P0AT0173,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/padnscpu.htm,,,
,nkalivpu.htm,GK19nkalivpu,,,,,Kaliviḍambana,,Nīlakaṇṭha Dīkṣita,P0AT0172,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/nkalivpu.htm,,,
sa_kAlidAsa-meghadUta-edkale.xml,meghdk_u.htm,GK19meghdk_u,,,,,Meghadūta,,Kālidāsa,P8058,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/meghdk_u.htm,,https://archive.org/search.php?query=Meghad%C5%ABta,
sa_mAgha-zizupAlavadha.xml,maghspvu.htm,GK19maghspvu,,,,,Śiśupālavadha,,Māgha,P0AT0171,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/maghspvu.htm,,https://archive.org/search.php?query=%C5%9Ai%C5%9Bup%C4%81lavadha,
sa_laGkezvara-zivastuti.xml,lnksivsu.htm,GK19lnksivsu,,,,,Śivastuti,,Laṅkeśvara,P0AT0170,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/lnksivsu.htm,,,
sa_kulazekhara-mukundamAlA-eddurgaprasad.xml,kulmukuu.htm,GK19kulmukuu,,,,,Mukundamālā,,Kulaśekhara,P0AT0134,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/kulmukuu.htm,,https://archive.org/search.php?query=Mukundam%C4%81l%C4%81,
sa_kAlidAsa-zyAmalAdaNDaka.xml,ksyadndu.htm,GK19ksyadndu,,,,,Śyāmalādaṇḍaka,,Kālidāsa,P8058,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksyadndu.htm,,,
sa_kSemendra-kalAvilAsa.xml,kskala_u.htm,GK19kskala_u,,,,,Kalāvilāsa,,Kṣemendra,P7847,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/kskala_u.htm,,,
,ksbhm19u.htm,GK19ksbhm19u,,,,,Bhāratamañjarī: 19. Harivaṃśa,,Kṣemendra,P7847,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm19u.htm,,https://archive.org/search.php?query=Bh%C4%81ratama%C3%B1jar%C4%AB,
,ksbhm18u.htm,GK19ksbhm18u,,,,,Bhāratamañjarī: 18. Svargaparvan,,Kṣemendra,P7847,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm18u.htm,,https://archive.org/search.php?query=Bh%C4%81ratama%C3%B1jar%C4%AB,
,ksbhm17u.htm,GK19ksbhm17u,,,,,Bhāratamañjarī: 17. Mahāprasthānikaparvan,,Kṣemendra,P7847,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm17u.htm,,https://archive.org/search.php?query=Bh%C4%81ratama%C3%B1jar%C4%AB,
,ksbhm16u.htm,GK19ksbhm16u,,,,,Bhāratamañjarī: 16. Mausalaparvan,,Kṣemendra,P7847,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm16u.htm,,https://archive.org/search.php?query=Bh%C4%81ratama%C3%B1jar%C4%AB,
,ksbhm15u.htm,GK19ksbhm15u,,,,,Bhāratamañjarī: 15. Āśramavāsikaparvan,,Kṣemendra,P7847,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm15u.htm,,https://archive.org/search.php?query=Bh%C4%81ratama%C3%B1jar%C4%AB,
,ksbhm14u.htm,GK19ksbhm14u,,,,,Bhāratamañjarī: 14. Āśvamedhikaparvan,,Kṣemendra,P7847,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm14u.htm,,https://archive.org/search.php?query=Bh%C4%81ratama%C3%B1jar%C4%AB,
,ksbhm13u.htm,GK19ksbhm13u,,,,,Bhāratamañjarī: 13. Śāntiparvan,,Kṣemendra,P7847,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm13u.htm,,https://archive.org/search.php?query=Bh%C4%81ratama%C3%B1jar%C4%AB,
,ksbhm12u.htm,GK19ksbhm12u,,,,,Bhāratamañjarī: 12. Strīparvan,,Kṣemendra,P7847,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm12u.htm,,https://archive.org/search.php?query=Bh%C4%81ratama%C3%B1jar%C4%AB,
,ksbhm11u.htm,GK19ksbhm11u,,,,,Bhāratamañjarī: 11. Sauptikaparvan,,Kṣemendra,P7847,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm11u.htm,,https://archive.org/search.php?query=Bh%C4%81ratama%C3%B1jar%C4%AB,
,ksbhm10u.htm,GK19ksbhm10u,,,,,Bhāratamañjarī: 10. Gadāparvan,,Kṣemendra,P7847,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm10u.htm,,https://archive.org/search.php?query=Bh%C4%81ratama%C3%B1jar%C4%AB,
,ksbhm09u.htm,GK19ksbhm09u,,,,,Bhāratamañjarī: 9. Śalyaparvan,,Kṣemendra,P7847,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm09u.htm,,https://archive.org/search.php?query=Bh%C4%81ratama%C3%B1jar%C4%AB,
,ksbhm08u.htm,GK19ksbhm08u,,,,,Bhāratamañjarī: 8. Karṇaparvan,,Kṣemendra,P7847,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm08u.htm,,https://archive.org/search.php?query=Bh%C4%81ratama%C3%B1jar%C4%AB,
,ksbhm07u.htm,GK19ksbhm07u,,,,,Bhāratamañjarī: 7. Droṇaparvan,,Kṣemendra,P7847,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm07u.htm,,https://archive.org/search.php?query=Bh%C4%81ratama%C3%B1jar%C4%AB,
sa_kSemendra-bhAratamaJjarI-6-19.xml,ksbhm06u.htm,GK19ksbhm06u,,,,,Bhāratamañjarī: 6. Bhīṣmaparvan,,Kṣemendra,P7847,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ksbhm06u.htm,,https://archive.org/search.php?query=Bh%C4%81ratama%C3%B1jar%C4%AB,
,kragh_pu.htm,GK19kragh_pu,,,,,Raghuvaṃśa,,Kālidāsa,P8058,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/kragh_pu.htm,,https://archive.org/search.php?query=Raghuvamsa,
,kmeghvpu.htm,GK19kmeghvpu,,,,,Meghadūta,,Kālidāsa,P8058,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/kmeghvpu.htm,,https://archive.org/search.php?query=Meghad%C5%ABta,
,kmeghdpu.htm,GK19kmeghdpu,,,,,Meghadūta,,Kālidāsa,P8058,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/kmeghdpu.htm,,https://archive.org/search.php?query=Meghad%C5%ABta,
,kalrs_pu.htm,GK19kalrs_pu,,,,,Ṛtusaṃhāra,,Kālidāsa,P8058,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/kalrs_pu.htm,,https://archive.org/search.php?query=%E1%B9%9Atusa%E1%B9%83h%C4%81ra,
,kakumspu.htm,GK19kakumspu,,,,,Kumārasambhava,,Kālidāsa,P8058,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/kakumspu.htm,,https://archive.org/search.php?query=Kum%C4%81rasambhava,
sa_jIvagosvAmin-saMkalpakalpadruma.xml,jivskd_u.htm,GK19jivskd_u,,,,,Saṅkalpakalpadruma,,Jīva Gosvāmin,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/jivskd_u.htm,,,
sa_jayadeva-gItagovinda-alt.xml,jaygit2u.htm,GK19jaygit2u,,,,,Gītagovinda,,Jayadeva,P4CZ15492,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/jaygit2u.htm,,https://archive.org/details/Gitagovinda1937,
sa_jayadeva-gItagovinda.xml,jaygit1u.htm,GK19jaygit1u,,,,,Gītagovinda-kāvya,,Jayadeva,P4CZ15492,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/jaygit1u.htm,,https://archive.org/details/Gitagovinda1937,
,jalmugpu.htm,GK19jalmugpu,,,,,Mugdhopadeśa,,Jalhaṇa,P0AT0169,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/jalmugpu.htm,,,
sa_jagannAtha-sudhAlaharI.xml,jagsudhu.htm,GK19jagsudhu,,,,,Sudhālaharī,,Jagannātha Paṇḍitarāja,P0AT0143,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/jagsudhu.htm,,,
sa_jagannAtha-prANAbharaNa-comm.xml,jagpranu.htm,GK19jagpranu,,,,,Prāṇābharaṇa,,Jagannātha Paṇḍitarāja,P0AT0143,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/jagpranu.htm,,,
,gu29___u.htm,GK19gu29___u,,,,,"Gopālacampū: Uttaracampū, 29",,Jīva Gosvāmin,P0AT0131,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/gu29___u.htm,,,
,gu05-06u.htm,GK19gu05-06u,,,,,"Gopālacampū: Uttaracampū, 5-6",,Jīva Gosvāmin,P0AT0131,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/gu05-06u.htm,,,
,gu01-03u.htm,GK19gu01-03u,,,,,"Gopālacampū: Uttaracampū, 1-3",,Jīva Gosvāmin,P0AT0131,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/gu01-03u.htm,,,
,gp23-33u.htm,GK19gp23-33u,,,,,"Gopālacampū: Pūrvacampū, 23-33",,Jīva Gosvāmin,P0AT0131,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/gp23-33u.htm,,,
,gp12-22u.htm,GK19gp12-22u,,,,,"Gopālacampū: Pūrvacampū, 12-22",,Jīva Gosvāmin,P0AT0131,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/gp12-22u.htm,,,
sa_jIvagosvAmin-gopAlacampUp1-33u1-3u5-6u29.xml,gp01-11u.htm,GK19gp01-11u,,,,,"Gopālacampū: Pūrvacampū, 1-11",,Jīva Gosvāmin,P0AT0131,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/gp01-11u.htm,,,
sa_govardhana-AryAsaptazatI.xml,govass_u.htm,GK19govass_u,,,,,Āryāsaptaśatī,,Govardhana,P0AT0168,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/govass_u.htm,,https://archive.org/search.php?query=%C4%80ry%C4%81sapta%C5%9Bat%C4%AB,
sa_kuzalamizra-gUDhArthadIpikA.xml,ghatgu_u.htm,GK19ghatgu_u,,,,,Gūḍhārthadīpikā,Commentary on the Ghaṭakharparakāvya,Kuśalamiśra,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ghatgu_u.htm,,,
sa_dhoyI-pavanadUta.xml,dhoypavu.htm,GK19dhoypavu,,,,,Pavanadūta,,Dhoyī,P0AT0167,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/dhoypavu.htm,,https://archive.org/details/pavanaduta/mode/2up,
sa_daNDin-dazakumAracarita.xml,dandkc_u.htm,GK19dandkc_u,,,,,Daśakumāracarita,,Daṇḍin,P5787,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/dandkc_u.htm,,https://archive.org/search.php?query=Da%C5%9Bakum%C4%81racarita,
,danddk1u.htm,GK19danddk1u,,,,,"Daśakumāracarita: Ucchvāsas 3, 5 & 6",,Daṇḍin,P5787,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/danddk1u.htm,,https://archive.org/search.php?query=Da%C5%9Bakum%C4%81racarita,
sa_dAmodaragupta-kuTTanImata.xml,damkuttu.htm,GK19damkuttu,,,,,Kuṭṭanīmata,,Dāmodaragupta,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/damkuttu.htm,,,
,bicauppu.htm,GK19bicauppu,,,,,Caurapañcāśikā,,Bilhaṇa,P0AT0166,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/bicauppu.htm,,,
sa_bhaTTi-rAvaNavadha.xml,bhattiku.htm,GK19bhattiku,,,,,Rāvaṇavadha [Bhaṭṭikāvya],,Bhaṭṭi,P0AT0165,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/bhattiku.htm,,https://archive.org/search.php?query=Ravanavadha,
,bhall_pu.htm,GK19bhall_pu,,,,,Bhallaṭaśataka,,Bhallaṭa,P0AT0164,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/bhall_pu.htm,,,
,bhakirpu.htm,GK19bhakirpu,,,,,Kirātārjunīya,,Bhāravi,P0AT0163,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/bhakirpu.htm,,https://archive.org/search.php?query=Kiratarjuniya,
"sa_bANa-kAdambarI-1,84-122.xml",bankad1u.htm,GK19bankad1u,,,,,Kādambarī,,Bāṇa [Bāṇabhaṭṭa],P0AT0162,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/bankad1u.htm,,https://archive.org/search.php?query=K%C4%81dambar%C4%AB,
sa_bANa-harSacaritapariziSTa.xml,bahcarpu.htm,GK19bahcarpu,,,,,Harṣacarita: Pariśiṣṭa,,Bāṇa,P0AT0162,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/bahcarpu.htm,,https://archive.org/details/padyaharsacarita00rajauoft/mode/2up,
,bahcar8u.htm,GK19bahcar8u,,,,,Harṣacarita: Ucchvāsa 8,,Bāṇa,P0AT0162,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/bahcar8u.htm,,https://archive.org/details/padyaharsacarita00rajauoft/mode/2up,
,bahcar7u.htm,GK19bahcar7u,,,,,Harṣacarita: Ucchvāsa 7,,Bāṇa,P0AT0162,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/bahcar7u.htm,,https://archive.org/details/padyaharsacarita00rajauoft/mode/2up,
,bahcar6u.htm,GK19bahcar6u,,,,,Harṣacarita: Ucchvāsa 6,,Bāṇa,P0AT0162,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/bahcar6u.htm,,https://archive.org/details/padyaharsacarita00rajauoft/mode/2up,
,sa_bana-harsacarita.htm,GK19bahcar5_pu,,,,,Harṣacarita: Ucchvāsa 5,"The link for the Ucchvāsa 5 wasn't there, therefore I copied the link for the entire work instead, in which Ucchvāsa 5 is, of course, a part.",Bāṇa,P0AT0162,http://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_bANa-harSacarita.htm,,https://archive.org/details/padyaharsacarita00rajauoft/mode/2up,
,bahcar4u.htm,GK19bahcar4u,,,,,Harṣacarita: Ucchvāsa 4,,Bāṇa,P0AT0162,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/bahcar4u.htm,,https://archive.org/details/padyaharsacarita00rajauoft/mode/2up,
,bahcar3u.htm,GK19bahcar3u,,,,,Harṣacarita: Ucchvāsa 3,,Bāṇa,P0AT0162,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/bahcar3u.htm,,https://archive.org/details/padyaharsacarita00rajauoft/mode/2up,
,bahcar2u.htm,GK19bahcar2u,,,,,Harṣacarita: Ucchvāsa 2,,Bāṇa,P0AT0162,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/bahcar2u.htm,,https://archive.org/details/padyaharsacarita00rajauoft/mode/2up,
,bahcar1u.htm,GK19bahcar1u,,,,,Harṣacarita: Ucchvāsa 1,,Bāṇa,P0AT0162,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/bahcar1u.htm,,https://archive.org/details/padyaharsacarita00rajauoft/mode/2up,
sa_azvaghoSa-saundarAnanda-edmatsunami.xml,asvsaunu.htm,GK19asvsaunu,,,,,Saundarananda,,Aśvaghoṣa,P7612,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/asvsaunu.htm,,https://archive.org/search.php?query=Saundarananda,
sa_azvaghoSa-saundarAnanda.xml,asvsau2u.htm,GK19asvsau2u,,,,,Saundarananda,,Aśvaghoṣa,P7612,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/asvsau2u.htm,,https://archive.org/search.php?query=Saundarananda,y
sa_azvaghoSa-buddhacarita-alt.xml,asvbuc2u.htm,GK19asvbuc2u,,,,,Buddhacarita,,Aśvaghoṣa,P7612,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/asvbuc2u.htm,,https://archive.org/search.php?query=Buddhacarita,y
,asvbc_1u.htm,GK19asvbc_1u,,,,,Buddhacarita,,Aśvaghoṣa,P7612,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/asvbc_1u.htm,,https://archive.org/search.php?query=Buddhacarita,
sa_appayadIkSita-vairAgyazatakam.xml,appvairu.htm,GK19appvairu,,,,,Vairāgyaśataka,,Appayadīkṣita,P0AT0161,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/appvairu.htm,,,
sa_AnandabhaTTa-vallAlacarita.xml,anvallcu.htm,GK19anvallcu,,,,,Vallālacarita,,Ānandabhaṭṭa,P0AT0160,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/anvallcu.htm,,,
sa_amaru-amaruzataka.xml,amaru_u.htm,GK19amaru_u,,,,,Amaruśataka,,Amaru,P0AT0159,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/amaru_u.htm,,https://archive.org/search.php?query=Amarusataka,
sa_abhinanda-kAdambarIkathAsAra.xml,akadambu.htm,GK19akadambu,,,,,Kādambarīkathāsāra,,Abhinanda,P0AT0158,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/akadambu.htm,,https://archive.org/search.php?query=K%C4%81dambar%C4%ABkath%C4%81s%C4%81ra,
sa_ghaTakarparakAvya-comm.xml,aghatkvu.htm,GK19aghatkvu,,,,,Ghaṭakarparakāvya,,Abhinavagupta,P0AT0157,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/aghatkvu.htm,,,
sa_dhanaMjaya-dazarUpaka-1-4.xml,dhandasu.htm,GK18dhandasu,,,,,Daśarūpaka,,Dhanañjaya,P0AT0156,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_natya/dhandasu.htm,,https://archive.org/search.php?query=Dasarupaka,
sa_bharata-nATyazAstra-1-1618-303335-37.xml,bharnatu.htm,GK18bharnatu,,,,,Nāṭyaśāstra,,Bharata,?,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_natya/bharnatu.htm,,https://archive.org/search.php?query=N%C4%81%E1%B9%ADya%C5%9B%C4%81stra,
sa_kedArabhaTTa-vRttaratnAkara-comm.xml,kvrtrsuu.htm,GK17kvrtrsuu,,,,,Vṛttaratnākara,With Sulhaṇa's Sukavihṛdayānandinī,Kedārabhaṭṭa,P0AT0154,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_chandas/kvrtrsuu.htm,,https://archive.org/search.php?query=V%E1%B9%9Bttaratn%C4%81kara,
sa_kedArabhaTTa-vRttaratnAkara.xml,kedvratu.htm,GK17kedvratu,,,,,Vṛttaratnākara,,Kedārabhaṭṭa,P0AT0154,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_chandas/kedvratu.htm,,https://archive.org/search.php?query=V%E1%B9%9Bttaratn%C4%81kara,
,jvrtmspu.htm,GK17jvrtmspu,,,,,Vṛttamālāstuti,,Jñānaśrīmitra,P4CZ16872,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_chandas/jvrtmspu.htm,,,
sa_chandoviciti.xml,chandovu.htm,GK17chandovu,,,,,Chandoviciti,,Patañjali,P0AT0153,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_chandas/chandovu.htm,,https://archive.org/details/chandovicitiofpatanjalitattvasubodhinioftataprasadachandovicitivrittiofpettasast_202002/mode/2up,
sa_vizvanAthakavirAja-sAhityadarpaNa.xml,visvsdpu.htm,GK16visvsdpu,,,,,Sāhityadarpaṇa,,Viśvanātha,P0AT0152,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/visvsdpu.htm,,https://archive.org/search.php?query=Sahityadarpana,
,visah__u.htm,GK16visah__u,,,,,Sāhityadarpaṇa,,Viśvanātha,P0AT0152,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/visah__u.htm,,https://archive.org/search.php?query=Sahityadarpana,
,visa10cu.htm,GK16visa10cu,,,,,Sāhityadarpaṇa: Pariccheda 10,,Viśvanātha,P0AT0152,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/visa10cu.htm,,https://archive.org/search.php?query=Sahityadarpana,
,visa09cu.htm,GK16visa09cu,,,,,Sāhityadarpaṇa: Pariccheda 9,,Viśvanātha,P0AT0152,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/visa09cu.htm,,https://archive.org/search.php?query=Sahityadarpana,
,visa08cu.htm,GK16visa08cu,,,,,Sāhityadarpaṇa: Pariccheda 8,,Viśvanātha,P0AT0152,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/visa08cu.htm,,https://archive.org/search.php?query=Sahityadarpana,
,visa07cu.htm,GK16visa07cu,,,,,Sāhityadarpaṇa: Pariccheda 7,,Viśvanātha,P0AT0152,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/visa07cu.htm,,https://archive.org/search.php?query=Sahityadarpana,
,visa06cu.htm,GK16visa06cu,,,,,Sāhityadarpaṇa: Pariccheda 6,,Viśvanātha,P0AT0152,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/visa06cu.htm,,https://archive.org/search.php?query=Sahityadarpana,
,visa05cu.htm,GK16visa05cu,,,,,Sāhityadarpaṇa: Pariccheda 5,,Viśvanātha,P0AT0152,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/visa05cu.htm,,https://archive.org/search.php?query=Sahityadarpana,
,visa04cu.htm,GK16visa04cu,,,,,Sāhityadarpaṇa: Pariccheda 4,,Viśvanātha,P0AT0152,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/visa04cu.htm,,https://archive.org/search.php?query=Sahityadarpana,
,visa03cu.htm,GK16visa03cu,,,,,Sāhityadarpaṇa: Pariccheda 3,,Viśvanātha,P0AT0152,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/visa03cu.htm,,https://archive.org/search.php?query=Sahityadarpana,
,visa02cu.htm,GK16visa02cu,,,,,Sāhityadarpaṇa: Pariccheda 2,,Viśvanātha,P0AT0152,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/visa02cu.htm,,https://archive.org/search.php?query=Sahityadarpana,
,visa01cu.htm,GK16visa01cu,,,,,Sāhityadarpaṇa: Pariccheda 1,,Viśvanātha,P0AT0152,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/visa01cu.htm,,https://archive.org/search.php?query=Sahityadarpana,
sa_vidyAnAtha-pratAparudrIya.xml,viprud_u.htm,GK16viprud_u,,,,,Pratāparudrīya [Pratāparudrayaśobhūṣaṇa],,Vidyānātha,P0AT0152,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/viprud_u.htm,,https://archive.org/search.php?query=Prat%C4%81parudr%C4%ABya; https://archive.org/details/Prataparudriya-BombaySanskritSeries/mode/2up,
