Sanskrit Filename,Tibetan Filename,d_ref,CBETA number,Remarks Chinese translation,Full title of the text,Additional information,Author,author_id,GRETIL/DSBC Link,Reconstructed,Edition on Archive
K01abhisdhu,,,T22n1425 ???,,Abhisamācārikadharma,Of the Lokottaravādimahāsaṅghika School,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/abhisdhu.htm,,
GV06vargs_u,,,,,Vārāha-Gṛhyasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/2_grhya/vargs_u.htm,,
GV06vaitss_u,,,,,Vaitāna-Śrautasūtra [Vaitānasūtra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/1_srauta/vaitss_u.htm,,https://archive.org/details/VaitanaSutra
GV06sankhssu,,,,,Śāṅkhāyana-Śrautasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/1_srauta/sankhssu.htm,,https://archive.org/search.php?query=%C5%9A%C4%81%E1%B9%85kh%C4%81yana-%C5%9Arautas%C5%ABtra
GV06sankhgsu,,,,,Śāṅkhāyana-Gṛhyasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/2_grhya/sankhgsu.htm,,
GV06rgvidh_u,,,,,Ṛgvidhāna,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/3_pratis/rgvidh_u.htm,,
GV06manavgsu,,,,,Mānava-Gṛhyasūtra [Maitrāyaṇīyamānava-Gṛhyasūtra],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/2_grhya/manavgsu.htm,,
GV06keskaupu,,,,,Kauśikapaddhati,,Keśava,P0AT0117,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/2_grhya/keskaupu.htm,,
GV06kauthgsu,,,,,Kauthuma-Gṛhyasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/2_grhya/kauthgsu.htm,,
GV06kaussu_u,,,,,Kauśika-Sūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/2_grhya/kaussu_u.htm,,https://archive.org/search.php?query=Kau%C5%9Bika-S%C5%ABtra
GV06jaimigsu,,,,,Jaimini-Gṛhyasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/2_grhya/jaimigsu.htm,,https://archive.org/details/AgamaJaiminiGrhyasutra
GV06dantyovu,,,,,Dantyoṣṭhyavidhi,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/2_paris/dantyovu.htm,,
GV06avpray_u,,,,,Atharvaprāyaścittāni,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/2_paris/avpray_u.htm,,https://archive.org/search.php?query=Atharvapr%C4%81ya%C5%9Bcitt%C4%81ni
GV06avpari_u,,,,,Atharvavedapariśiṣṭas,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/2_paris/avpari_u.htm,,
GV06asvss_u,,,,,Āśvalāyana-Śrautasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/1_srauta/asvss_u.htm,,
GV06asvgs_u,,,,,Āśvalāyana-Gṛhyasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/2_grhya/asvgs_u.htm,,
GV06apsulb_u,,,,,Āpastamba-Śulbasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/1_srauta/apsulb_u.htm,,https://archive.org/search.php?query=%C4%80pastamba-%C5%9Aulbas%C5%ABtra
GV06apastgcu,,,,,Āpastamba-Gṛhyasūtra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/5_vedang/2_grhya/apastgcu.htm,,
GV05svetugpu,,,,,Śvetāśvatara-Upaniṣad,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/svetugpu.htm,,https://archive.org/search.php?query=%C5%9Avet%C4%81%C5%9Bvatara-Upani%E1%B9%A3ad
GV05svetu_pu,,,,,Śvetāśvatara-Upaniṣad,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/svetu_pu.htm,,https://archive.org/search.php?query=%C5%9Avet%C4%81%C5%9Bvatara-Upani%E1%B9%A3ad
GV05sirup_u,,,,,Śira-Upaniṣad [Atharvaśira-Upaniṣad],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/sirup_u.htm,,
GV05prasupbu,,,,,Praśna-Upaniṣad,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/prasupbu.htm,,https://archive.org/search.php?query=Pra%C5%9Bna-Upani%E1%B9%A3ad
GV05prasup_u,,,,,Praśna-Upaniṣad,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/prasup_u.htm,,https://archive.org/search.php?query=Pra%C5%9Bna-Upani%E1%B9%A3ad
GV05ndbiuppu,,,,,Nādabindu-Upaniṣad,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/ndbiuppu.htm,,
GV05mandup_u,,,,,Māṇḍūkya-Upaniṣad,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/mandup_u.htm,,https://archive.org/search.php?query=M%C4%81%E1%B9%87%E1%B8%8D%C5%ABkyopani%E1%B9%A3ad
GV05mand_upu,,,,,Māṇḍūkya-Upaniṣad,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/mand_upu.htm,,https://archive.org/search.php?query=M%C4%81%E1%B9%87%E1%B8%8D%C5%ABkyopani%E1%B9%A3ad
GV05kathop_u,,,,,Kaṭha-Upaniṣad,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/kathop_u.htm,,https://archive.org/search.php?query=Ka%E1%B9%ADha-Upani%E1%B9%A3ad
GV05kaivup_u,,,,,Kaivalya-Upaniṣad,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/kaivup_u.htm,,
GV05isupsb_u,,,,,Īśa-Upaniṣad [Īśāvāsyopaniṣad],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/isupsb_u.htm,,https://archive.org/search.php?query=%C4%AA%C5%9Ba-Upani%E1%B9%A3ad; https://archive.org/search.php?query=%C4%AA%C5%9B%C4%81v%C4%81syopani%E1%B9%A3ad
GV05isup___u,,,,,Īśa-Upaniṣad [Īśāvāsyopaniṣad],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/isup___u.htm,,https://archive.org/search.php?query=%C4%AA%C5%9Ba-Upani%E1%B9%A3ad; https://archive.org/search.php?query=%C4%AA%C5%9B%C4%81v%C4%81syopani%E1%B9%A3ad
GV05gmandk_u,,,,,"Māṇḍūkya-Upaniṣadkārikā [Gauḍapādakārikā, Māṇḍūkyakārikā, Āgamaśāstra]",,Gauḍapāda,P0AT0116,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/gmandk_u.htm,,https://archive.org/details/GaudapadaKarika/mode/2up; https://archive.org/search.php?query=%C4%80gama%C5%9B%C4%81stra
GV05garbhupu,,,,,Garbha-Upaniṣad,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/garbhupu.htm,,
GV05chupsb_u,,,,,Chāndogya-Upaniṣad,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/chupsb_u.htm,,https://archive.org/search.php?query=Ch%C4%81ndogya-Upani%E1%B9%A3ad
GV05chup___u,,,,,Chāndogya-Upaniṣad,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/chup___u.htm,,https://archive.org/search.php?query=Ch%C4%81ndogya-Upani%E1%B9%A3ad
GV05brupsb6u,,,,,Bṛhadāraṇyaka-Upaniṣad: Adhyāya 6,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/brupsb6u.htm,,https://archive.org/search.php?query=B%E1%B9%9Bhad%C4%81ra%E1%B9%87yaka-Upani%E1%B9%A3ad
GV05brupsb5u,,,,,Bṛhadāraṇyaka-Upaniṣad: Adhyāya 5,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/brupsb5u.htm,,https://archive.org/search.php?query=B%E1%B9%9Bhad%C4%81ra%E1%B9%87yaka-Upani%E1%B9%A3ad
GV05brupsb4u,,,,,Bṛhadāraṇyaka-Upaniṣad: Adhyāya 4,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/brupsb4u.htm,,https://archive.org/search.php?query=B%E1%B9%9Bhad%C4%81ra%E1%B9%87yaka-Upani%E1%B9%A3ad
GV05brupsb3u,,,,,Bṛhadāraṇyaka-Upaniṣad: Adhyāya 3,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/brupsb3u.htm,,https://archive.org/search.php?query=B%E1%B9%9Bhad%C4%81ra%E1%B9%87yaka-Upani%E1%B9%A3ad
GV05brupsb2u,,,,,Bṛhadāraṇyaka-Upaniṣad: Adhyāya 2,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/brupsb2u.htm,,https://archive.org/search.php?query=B%E1%B9%9Bhad%C4%81ra%E1%B9%87yaka-Upani%E1%B9%A3ad
GV05brupsb1u,,,,,Bṛhadāraṇyaka-Upaniṣad: Adhyāya 1,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/brupsb1u.htm,,https://archive.org/search.php?query=B%E1%B9%9Bhad%C4%81ra%E1%B9%87yaka-Upani%E1%B9%A3ad
GV05brup___u,,,,,Bṛhadāraṇyaka-Upaniṣad,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/brup___u.htm,,https://archive.org/search.php?query=B%E1%B9%9Bhad%C4%81ra%E1%B9%87yaka-Upani%E1%B9%A3ad
GV05brbiuppu,,,,,Brahmabindu-Upaniṣad,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/brbiuppu.htm,,
GV05aitupsbu,,,,,Aitareya-Upaniṣad,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/aitupsbu.htm,,https://archive.org/search.php?query=Aitareya-Upanisad
GV05aitup__u,,,,,Aitareya-Upaniṣad,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/aitup__u.htm,,https://archive.org/search.php?query=Aitareya-Upanisad
GV05agsas_4u,,,,,Āgamaśāstra 4: Alātaśāntiprakaraṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/agsas_4u.htm,,https://archive.org/search.php?query=%C4%80gama%C5%9B%C4%81stra
GV05agsas_3u,,,,,Āgamaśāstra 3: Advaitaprakaraṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/agsas_3u.htm,,https://archive.org/search.php?query=%C4%80gama%C5%9B%C4%81stra
GV05agsas_2u,,,,,Āgamaśāstra 2: Vaitathyaprakaraṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/agsas_2u.htm,,https://archive.org/search.php?query=%C4%80gama%C5%9B%C4%81stra
GV05agsas_1u,,,,,Āgamaśāstra 1: Āgamaprakaraṇa,Including Māṇḍūkya-Upaniṣad,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/agsas_1u.htm,,https://archive.org/search.php?query=%C4%80gama%C5%9B%C4%81stra
GV04sankharu,,,,,Śāṅkhāyana-Āraṇyaka,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/3_ara/sankharu.htm,,https://archive.org/search.php?query=%C5%9A%C4%81%E1%B9%85kh%C4%81yana-%C4%80ra%E1%B9%87yaka
GV03sb_14_u,,,,,Śatapatha-Brāhmaṇa 14,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_14_u.htm,,https://archive.org/search.php?query=%C5%9Aatapatha-Br%C4%81hma%E1%B9%87a
GV03sb_13_u,,,,,Śatapatha-Brāhmaṇa 13,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_13_u.htm,,https://archive.org/search.php?query=%C5%9Aatapatha-Br%C4%81hma%E1%B9%87a
GV03sb_11_u,,,,,Śatapatha-Brāhmaṇa 11,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_11_u.htm,,https://archive.org/search.php?query=%C5%9Aatapatha-Br%C4%81hma%E1%B9%87a
GV03sb_10_u,,,,,Śatapatha-Brāhmaṇa 10,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_10_u.htm,,https://archive.org/search.php?query=%C5%9Aatapatha-Br%C4%81hma%E1%B9%87a
GV03sb_09_u,,,,,Śatapatha-Brāhmaṇa 9,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_09_u.htm,,https://archive.org/search.php?query=%C5%9Aatapatha-Br%C4%81hma%E1%B9%87a
GV03sb_08_u,,,,,Śatapatha-Brāhmaṇa 8,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_08_u.htm,,https://archive.org/search.php?query=%C5%9Aatapatha-Br%C4%81hma%E1%B9%87a
GV03sb_07_u,,,,,Śatapatha-Brāhmaṇa 7,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_07_u.htm,,https://archive.org/search.php?query=%C5%9Aatapatha-Br%C4%81hma%E1%B9%87a
GV03sb_06_u,,,,,Śatapatha-Brāhmaṇa 6,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_06_u.htm,,https://archive.org/search.php?query=%C5%9Aatapatha-Br%C4%81hma%E1%B9%87a
GV03sb_05_u,,,,,Śatapatha-Brāhmaṇa 5,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_05_u.htm,,https://archive.org/search.php?query=%C5%9Aatapatha-Br%C4%81hma%E1%B9%87a
GV03sb_04_u,,,,,Śatapatha-Brāhmaṇa 4,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_04_u.htm,,https://archive.org/search.php?query=%C5%9Aatapatha-Br%C4%81hma%E1%B9%87a
GV03sb_03_u,,,,,Śatapatha-Brāhmaṇa 3,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_03_u.htm,,https://archive.org/search.php?query=%C5%9Aatapatha-Br%C4%81hma%E1%B9%87a
GV03sb_02_u,,,,,Śatapatha-Brāhmaṇa 2,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_02_u.htm,,https://archive.org/search.php?query=%C5%9Aatapatha-Br%C4%81hma%E1%B9%87a
GV03sb_01_u,,,,,Śatapatha-Brāhmaṇa 1,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/satapath/sb_01_u.htm,,https://archive.org/search.php?query=%C5%9Aatapatha-Br%C4%81hma%E1%B9%87a
GV02pncvbr1u,,,,,Pañcaviṃśabrāhmaṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/pncvbr1u.htm,,https://archive.org/search.php?query=Pa%C3%B1cavi%E1%B9%83%C5%9Ba-Br%C4%81hma%E1%B9%87a
GV02kausibru,,,,,Kauṣītaki-Brāhmaṇa [Śāṅkhāyana-Brāhmaṇa],,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/kausibru.htm,,
GV02gopthbru,,,,,Gopatha-Brāhmaṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/gopthbru.htm,,https://archive.org/details/gopathabrahmanao00gopauoft/mode/2up
GV02gopbra_u,,,,,Gopathabrāhmaṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/2_bra/gopbra_u.htm,,https://archive.org/details/gopathabrahmanao00gopauoft/mode/2up
GV01rvpp_10u,,,,,Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 10,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rvpp_10u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda-Sa%E1%B9%83hit%C4%81
GV01rvpp_09u,,,,,Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 9,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rvpp_09u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda-Sa%E1%B9%83hit%C4%81
GV01rvpp_08u,,,,,Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 8,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rvpp_08u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda-Sa%E1%B9%83hit%C4%81
GV01rvpp_07u,,,,,Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 7,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rvpp_07u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda-Sa%E1%B9%83hit%C4%81
GV01rvpp_06u,,,,,Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 6,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rvpp_06u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda-Sa%E1%B9%83hit%C4%81
GV01rvpp_05u,,,,,Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 5,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rvpp_05u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda-Sa%E1%B9%83hit%C4%81
GV01rvpp_04u,,,,,Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 4,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rvpp_04u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda-Sa%E1%B9%83hit%C4%81
GV01rvpp_03u,,,,,Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 3,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rvpp_03u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda-Sa%E1%B9%83hit%C4%81
GV01rvpp_02u,,,,,Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 2,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rvpp_02u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda-Sa%E1%B9%83hit%C4%81
GV01rvpp_01u,,,,,Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 1,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rvpp_01u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda-Sa%E1%B9%83hit%C4%81
GV01rvkhilau,,,,,The Khila Verses of the Ṛgveda,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rvkhilau.htm,,https://archive.org/details/apokryphen-des-rgveda/mode/2up
GV01rvh1-10u,,,,,Ṛgveda,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rvh1-10u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
GV01rv_hn10u,,,,,Ṛgveda: Maṇḍala 10,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rv_hn10u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
GV01rv_hn09u,,,,,Ṛgveda: Maṇḍala 9,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rv_hn09u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
GV01rv_hn08u,,,,,Ṛgveda: Maṇḍala 8,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rv_hn08u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
GV01rv_hn07u,,,,,Ṛgveda: Maṇḍala 7,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rv_hn07u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
GV01rv_hn06u,,,,,Ṛgveda: Maṇḍala 6,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rv_hn06u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
GV01rv_hn05u,,,,,Ṛgveda: Maṇḍala 5,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rv_hn05u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
GV01rv_hn04u,,,,,Ṛgveda: Maṇḍala 4,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rv_hn04u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
GV01rv_hn03u,,,,,Ṛgveda: Maṇḍala 3,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rv_hn03u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
GV01rv_hn02u,,,,,Ṛgveda: Maṇḍala 2,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rv_hn02u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
GV01rv_hn01u,,,,,Ṛgveda: Maṇḍala 1,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rv_hn01u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
GV01rv_10_u,,,,,Ṛgveda 10,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rv_10_u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
GV01rv_09_u,,,,,Ṛgveda 9,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rv_09_u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
GV01rv_08_u,,,,,Ṛgveda 8,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rv_08_u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
GV01rv_07_u,,,,,Ṛgveda 7,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rv_07_u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
GV01rv_06_u,,,,,Ṛgveda 6,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rv_06_u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
GV01rv_05_u,,,,,Ṛgveda 5,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rv_05_u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
GV01rv_04_u,,,,,Ṛgveda 4,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rv_04_u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
GV01rv_03_u,,,,,Ṛgveda 3,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/1_sam/1_rv/rv_03_u.htm,,https://archive.org/search.php?query=%E1%B9%9Agveda
