Sanskrit Filename,Tibetan Filename,d_ref,CBETA number,Remarks Chinese translation,Full title of the text,Additional information,Author,author_id,GRETIL/DSBC Link,Reconstructed,Edition on Archive
T17n996u,,,T54n2131?,"??? The title is seems to be Fānyì míngyì dàjí 翻譯名義大集. Michael: My memory is that T2131 is a MVy-like text, but not the same thing. Sorry to say I cannot remember where I got this idea.",??? Mahāvyutpatti,,,,http://www.dsbcproject.org/canon-text/book/232,,https://archive.org/search.php?query=Mah%C4%81vyutpatti
T17n958u,,,,Not found.,Bauddhatantrakośa I,,,,http://www.dsbcproject.org/canon-text/book/229,,
T17n2944u,,,,Not found.,Viśvaprakāśa,,,,http://www.dsbcproject.org/canon-text/book/815,,https://archive.org/details/in.ernet.dli.2015.553678/mode/2up
T17n2936u,,,,Not found.,Śabdabhedaprakāśa,,Maheśvara,P0AT0264,http://www.dsbcproject.org/canon-text/book/807,,https://archive.org/search.php?query=%C5%9Aabdabhedaprak%C4%81%C5%9Ba
T17matpra_u,D1147,D1147,T32n1680,Very free translation (義淨).,Prasādapratibhodhava [Śatapañcāśatka],,Mātṛceta,P4CZ10509,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/matpra_u.htm,,
T17kukalpmu,,,T04n0201,,Kalpanāmaṇḍitikā,,Kumāralāta,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/kukalpmu.htm,,
T17byogalbu,,,,Not found.,Buddhist Yoga Manual,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/byogalbu.htm,,
T17bsa046_u,"D4539, D4074","D4539, D4074",,Not extant according to Charles Muller/Dan Lusthaus.,Yogāvatāra,,Dignāga,P6126,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa046_u.htm,,
T17bsa007_u,,,T17n0764,Doubtful whether this is the correct text.,Dharmasaṃgraha,,Nāgārjuna,P4954,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa007_u.htm,,https://archive.org/search.php?query=Dharmasa%E1%B9%85graha
T16tarkrsau,,,,Not found.,Tarkarahasya,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/tarkrsau.htm,,
T16n2959u,,,,Not found.,Vajrayāna darśana mīmāṁsā,,,,http://www.dsbcproject.org/canon-text/book/832,,
T16n2916u,"D818, D1102, D4401","D818, D1102, D4401",,Not found.,Svastyayanagāthā,,,,http://www.dsbcproject.org/canon-text/book/788,,
T16n2875u,,,,Not found.,Śvānastavakāvya,,,,http://www.dsbcproject.org/canon-text/book/747,,
T16n1289u,,,,Not found.,Tarkabhāṣāṭīkā,,Śrīmokṣākaragupta,P0AT0343,http://www.dsbcproject.org/canon-text/book/323,,
T15n1144u,D4335,D4335,,Not found.,Nītiśāstra,,,,http://www.dsbcproject.org/canon-text/book/274,,https://archive.org/search.php?query=N%C4%ABti%C5%9B%C4%81stra
T15bsa060_u,D4332,D4332,,Not found.,Śatagāthā,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa060_u.htm,,
T14tarkrplu,,,,Not found.,Pratyakṣalakṣaṇa,Of Tarkarahasya,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/tarkrplu.htm,,
T14stuplaku,,,,Not found.,Stūpalakṣaṇakārikāvivecana,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/stuplaku.htm,,
T14nagcitpu,,,,Not found.,Citralakṣaṇa,,Nagnajit,P0ER0031,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/nagcitpu.htm,,
T14n1282u,D4315,D4315,,Not found.,Pratimālakṣaṇavivaraṇa,,,,http://www.dsbcproject.org/canon-text/book/316,,
T14n1279u,T14D4316,D4316,,Not found.,Ātreyatilaka,,,,http://www.dsbcproject.org/canon-text/book/312,,
T14bsu059_u,,,,Not found.,Samyaksambuddhabhāṣita pratimālakṣaṇa,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu059_u.htm,,
T14bsa044_u,,,,Not found.,Kriyāsaṃgrahakārikā,,Nāgārjuna,P4954,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa044_u.htm,,
T13n929u,,,,Not found.,Saundarananda Mahākāvya,,,,http://www.dsbcproject.org/canon-text/book/224,,https://archive.org/search.php?query=Saundarananda
T13n3004u,,,,Not found.,Paścāttāpa,,,,http://www.dsbcproject.org/canon-text/book/874,,
T13n2976u,,,,Not found.,Saṅgītamālikā,,,,http://www.dsbcproject.org/canon-text/book/848,,https://archive.org/details/TxtSktSangItamAlikAOfMahammadShah19480119/mode/2up
T13n2940u,,,,Not found.,Triratnasaundaryagāthā,,,,http://www.dsbcproject.org/canon-text/book/811,,
T13davyasou,,,,Not found.,Yaśodharācarita,,Davuldeṇa Jñāneśvara Mahāsthavira,P0ER0004,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/davyasou.htm,,https://archive.org/search.php?query=Ya%C5%9Bodhar%C4%81carita
T13bghsic_u,,,,Not found.,Siddhārthacaritrakāvya,,Buddhaghoṣa,P0ER0002,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bghsic_u.htm,,
T12n801u,"T12D4304, D4303, D4459","D4304, D4303, D4459",,Not found.,Chandoratnākara,,Ratnākaraśānti,P00EGS1016642,http://www.dsbcproject.org/canon-text/book/108,,https://archive.org/details/ratnakarasantischandoratnakaramichaelhahn_212_o
T12n2957u,D4305(a),D4305a,,Not found.,Vṛttamālāstuti,With Śākyarakṣita’s Vṛttamālā(stuti)vivṛti,Jñānaśrīmitra,P4CZ16872,http://www.dsbcproject.org/canon-text/book/830,,
T11sbpramvu,T11D4220-1,D4220,,Not found.,Pramāṇavārttikaṭīkā,,Śākyabuddhi,P0AT0114,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/sbpramvu.htm,,
T11rvadrahu,,,,Not found.,Vādarahasya [Udayananirākaraṇa],,Ratnakīrti (?),P8181,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/rvadrahu.htm,,
T11ratksanu,,,,Not found.,Kṣaṇabhaṅgasiddhi Vyatirekātmikā,,Ratnakīrti,P8181,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/ratksanu.htm,,
T11pramanvu,"D4210, D4216","D4210, D4216",,Not found.,Pramāṇavārttika,"I corrected ""Pramāṇavārtika"" in GRETIL to ""Pramāṇavārttika"".",Dharmakīrti,P6120,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/pramanvu.htm,,
T11n634u,T11D4208,D4208,,T1630,Nyāyapraveśakasūtra,,,,http://www.dsbcproject.org/canon-text/book/77,,
T11n2992u,T11D4268,D4268,,Not found.,Viśālāmalavatī Pramāṇasamuccayaṭīkā,,Jinendrabuddhi,,http://www.dsbcproject.org/canon-text/book/864,,
T11n2859u,,,,Not found.,Anupalabdhirahasya,,Jñānaśrīmitra,P4CZ16872,http://www.dsbcproject.org/canon-text/book/731,,
T11n2848u,,,,Not found.,Bauddha manīṣā- Bauddheṣu Pramāṇamīmāṃsā,,,,http://www.dsbcproject.org/canon-text/book/719,,
T11n1242u,,,,Not found.,Nyāyabinduṭīkāṭippaṇī,,,,http://www.dsbcproject.org/canon-text/book/296,,https://archive.org/details/nyayabindutikati00dhar/mode/2up
T11n1238u,,,,Not found.,Jātinirākṛti,,,,http://www.dsbcproject.org/canon-text/book/291,,
T11n1226u,"T11D4239, D4240","D4239, D4240",,Not found.,Vādanyāyaṭīkā,,Vinītadeva,P9951,http://www.dsbcproject.org/canon-text/book/282,,
T11jithetuu,T11D4261,D4261,,Not found.,Hetutattvopadeśa,,Jitāri (Jetāri),,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/jithetuu.htm,Reconstructed; Sanskrit text with the Tibetan version,https://archive.org/search.php?query=Hetutattvopade%C5%9Ba
T11jithettu,T11D4261,D4261,,Not found.,Hetutattvopadeśa,,Jitāri (Jetāri),,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/jithettu.htm,,https://archive.org/search.php?query=Hetutattvopade%C5%9Ba
T11dhnyabpu,,,,Not found.,Nyāyabinduprakaraṇa,,Dharmakīrti,P6120,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/dhnyabpu.htm,,
T11dhkvadnu,T11D4218,D4218,,Not found.,Vādanyāya,,Dharmakīrti,P6120,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/dhkvadnu.htm,,https://archive.org/search.php?query=V%C4%81dany%C4%81ya
T11dhksparu,"D4214, D4215","D4214, D4215",,Not found.,Sambandhaparīkṣā,Verses 1-25,Dharmakīrti,P6120,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/dhksparu.htm,,
T11dhkpvsvu,T11D4216,D4216,,Not found.,Pramāṇavārttikavṛtti [Pramāṇavārttikasvavṛtti],,Dharmakīrti,P6120,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/dhkpvsvu.htm,,
T11dhkprvku,T11D4210,D4210,,Not found.,Pramāṇavārttikakārikā,,Dharmakīrti,P6120,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/dhkprvku.htm,,
T11dhkprviu,D4211,D4211,,Not found.,Pramāṇaviniścaya,Fragment,Dharmakīrti,P6120,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/dhkprviu.htm,,
T11dhknyayu,T11D4212,D4212,,Not found.,Nyāyabindu,,Dharmakīrti,P6120,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/dhknyayu.htm,,https://archive.org/search.php?query=Ny%C4%81yabindu
T11dhkhetuu,T11D4213,D4213,,Not found.,Hetubindu,,Dharmakīrti,P6120,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/dhkhetuu.htm,,
T11bsa075_u,,,,Not found.,Nibandhāvalī,,Ratnakīrti,P8181,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa075_u.htm,,https://archive.org/search.php?query=Nibandh%C4%81val%C4%AB
T11bsa072_u,T11D4264,D4264,,Not found.,Tarkabhāṣā,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa072_u.htm,,https://archive.org/search.php?query=Tarkabh%C4%81%E1%B9%A3%C4%81
T11bsa071_u,T11D4213,D4213,,Not found.,Hetubindu,,Dharmakīrti,P6120,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa071_u.htm,,
T11bsa070_u,,,T32n1632,,Upāyahṛdaya,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa070_u.htm,Reconstructed,
T11bsa069_u,,,T32n1633,"Michael: I think the supposed equivalence between the Tarkaśāstra and T1633 has to be taken with a grain of salt. SN: I checked the first few and the last few sentences and they look corresponding so far, but certainly there can be problems that we are not aware of yet.",Tarkaśāstra,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa069_u.htm,Reconstructed,
T11bsa066_u,,,,Not found.,Nyāyapraveśapravṛtti,,Haribhadrasūri,P0ER0009,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa066_u.htm,,
T11bsa064_u,T11D4218,D4218,,Not found.,Vādanyāya,,Dharmakīrti,P6120,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa064_u.htm,,https://archive.org/search.php?query=V%C4%81dany%C4%81ya
T11bsa063_u,"D4214, D4215","D4214, D4215",,Not found.,Sambandhaparīkṣā,With Prabhācandra's commentary,Dharmakīrti,P6120,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa063_u.htm,,
T11bsa061_u,T11D4238,D4238,,Not found.,Santānāntarasiddhiṭīkā,With mūla,Vinītadeva,P9951,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa061_u.htm,Reconstructed,https://archive.org/details/tibetskiperevods00dhar
T11bsa059_u,T11D4219,D4219,,Not found.,Santānāntarasiddhi,,Dharmakīrti,P6120,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa059_u.htm,,https://archive.org/details/tibetskiperevods00dhar
T11bsa057_u,T11D4212,D4212,,Not found.,Nyāyabindu Prakaraṇakārikā,,Dharmakīrti,P6120,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa057_u.htm,,
T11bsa0556u,T11D4260,D4260,,Not found.,Antarvyāptisamarthana,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa0556u.htm,,
T11bsa0555u,,,,Not found.,Sāmānyadūṣaṇadikprasāritā,,Paṇḍitāśoka,P0ER0011,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa0555u.htm,,
T11bsa0554u,,,,Not found.,Avayavinirākaraṇa,,Paṇḍitāśoka,P0ER0011,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa0554u.htm,,
T11bsa0553u,,,,Not found.,Kṣaṇabhaṅgasiddhi vyatirekātmikā,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa0553u.htm,,
T11bsa0552u,,,,Not found.,Kṣaṇabhaṅgasiddhi,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa0552u.htm,,
T11bsa0551u,D4256,D4256,,Not found.,Apohasiddhi,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa0551u.htm,,
T11bsa020_u,,,T32n1642,Doubtful whether this is the correct text.,Vajrasūcī,,Aśvaghoṣa,P7612,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa020_u.htm,,https://archive.org/search.php?query=Vajras%C5%ABc%C4%AB
T11bsa002_u,T11D4206,D4206,"T31n1619, T31n1624",,Ālambanaparīkṣāvṛtti,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa002_u.htm,,https://archive.org/search.php?query=%C4%80lambanapar%C4%ABk%E1%B9%A3%C4%81
T11bsa001_u,T11D4205,D4205,"T31n1619, T31n1624",,Ālambanaparīkṣā,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa001_u.htm,,https://archive.org/search.php?query=%C4%80lambanapar%C4%ABk%E1%B9%A3%C4%81
T11arhebt2u,T11D4235,D4235,,Not found.,Hetubinduṭīkā,,Arcaṭa,P0ER0028,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/arhebt2u.htm,,
T11arhebt_u,T11D4235,D4235,,Not found.,Hetubinduṭīkā,,Arcaṭa,P0ER0028,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/arhebt_u.htm,,
T10subhrk_u,,,,Not found.,Subhāṣitaratnakaraṇḍakathā,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/subhrk_u.htm,,
T10nrat_4_u,"T10D4158, D4388","D4158, D4388",T32n1656,D4388 seems to be a back translation from the Tibetan into Sanskrit.,Ratnāvalī [Ratnamālā] 3,,Nāgārjuna,P4954,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nrat_4_u.htm,,https://archive.org/search.php?query=Ratn%C4%81val%C4%AB&page=2
T10nrat_2_u,"D4158, D4388","D4158, D4388",T32n1656,D4388 seems to be a back translation from the Tibetan into Sanskrit.,Ratnāvalī [Ratnamālā] 2,,Nāgārjuna,P4954,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nrat_2_u.htm,,https://archive.org/search.php?query=Ratn%C4%81val%C4%AB&page=2
T10nrat_1_u,"T10D4158, D4388","D4158, D4388",T32n1656,D4388 seems to be a back translation from the Tibetan into Sanskrit.,Ratnāvalī [Ratnamālā] 1,,Nāgārjuna,P4954,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nrat_1_u.htm,,https://archive.org/search.php?query=Ratn%C4%81val%C4%AB&page=2
T10n3009u,"D4566, D4188","D4566, D4188",,Not found.,Vimalaratnalekha,,,,http://www.dsbcproject.org/canon-text/book/879,,
T10n2902u,,,,Not found.,Daṇḍikathā,,,,http://www.dsbcproject.org/canon-text/book/774,,
T10cansisyu,"T10D4183, D4497","D4183, D4497",,Not found.,Śiṣyalekha,,Candragomin,P7599,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/cansisyu.htm,,
T10bsa067_u,T10D4162,D4162,T30n1574,,Bhavasaṃkrāntiparikathā,,Nāgārjuna,P4954,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa067_u.htm,Reconstructed,
T10bsa025_u,"T10D4158, D4388","D4158, D4388",T32n1656,,Ratnāvalī [Ratnamālā],,Nāgārjuna,P4954,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa025_u.htm,,https://archive.org/search.php?query=Ratn%C4%81val%C4%AB&page=2
T09jatkstpu,,,,Not found.,Jātakastava,,Jñānayaśas,P0ER0006,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/jatkstpu.htm,,
T09hjatm_pu,D4152,D4152,T03n0160,,Jātakamālā,,Haribhaṭṭa,P0ER0030,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/hjatm_pu.htm,,https://archive.org/search.php?query=J%C4%81takam%C4%81l%C4%81
T09gopjatmu,,,T03_0160,,Jātakamālā [Ajātaśatrvavadāna],,Gopadatta,P4CZ16843,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/gopjatmu.htm,,https://archive.org/search.php?query=J%C4%81takam%C4%81l%C4%81
T09bsu078_u,T09D4155-1,D4155,,Not found.,Bodhisattvāvadānakalpalatā,,Kṣemendra,P7847,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu078_u.htm,,
T09bsa032_u,T09D4150,D4150,T03_0160,,Jātakamālā,,Āryaśūra,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa032_u.htm,,https://archive.org/search.php?query=J%C4%81takam%C4%81l%C4%81
T09ajm_u,,,T03n0160,Sanskrit only partially available (1-15),Jātakamālā,,Āryaśūra,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/ajm_u.htm,,https://archive.org/search.php?query=J%C4%81takam%C4%81l%C4%81
T08suvrnavu,D4144,D4144,T14n0550,,Suvarṇavarṇāvadāna,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/suvrnavu.htm,,
T08sghancsu,,,,Not found.,Śrighanācārasaṃgraha,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/sghancsu.htm,Reconstructed,
T08jsphustu,,,,Not found.,Sphuṭārthā Śrīghanācārasaṃgrahaṭīkā,,Jayarakṣita,P0ER0005,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/jsphustu.htm,,
T07yabhkvyu,T07D4092-merged,D4092,,Not translated into Chinese,Sphuṭārthā Abhidharmakośavyākhyā,,Yaśomitra,P4CZ15477,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/yabhkvyu.htm,,
T07vakobhku,T07D4089,D4089,T29n1560,,Abhidharmakośakārikā,,Vasubandhu,P6119,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/vakobhku.htm,,
T07vakobhau,T07D4090-merged,D4090,"T29n1558,T29n1559",,Abhidharmakośabhāṣya,,Vasubandhu,P6119,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/vakobhau.htm,,
T07vabhdilu,,,,Not translated into Chinese,Abhidharmadipakārikā,Kārikās 1–383,Vimalamitra,P0AT0289,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/vabhdilu.htm,,
T07vabhdiku,,,,Not translated into Chinese,Abhidharmadīpakārikā,Kārikās 1–597,Vimalamitra,P0AT0289,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/vabhdiku.htm,,
T07vabhdicu,,,,Not translated into Chinese,Vibhāṣāprabhāvṛtti,,Vimalamitra,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/vabhdicu.htm,,
T07udanav_u,"D326, D4099","D326, D4099","T04n0213, T04n0212",Michael: The equivalence between T212 and Udānavarga is only imperfect. Sebastian: That is true - ven. Vimala of SuttaCentral has been working on a manual alignment of this text and we might be able to use data from SC directly.,Udānavarga,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/udanav_u.htm,,https://archive.org/search.php?query=Ud%C4%81navarga
T07nagdhdbu,T07D4101,D4101,,Not found.,Dharmadhātugarbhavivaraṇa,,Nāgārjuna,P4954,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagdhdbu.htm,,
T07n797u,,,,Not found.,Subodhālaṅkāra,,,,http://www.dsbcproject.org/canon-text/book/103,,https://archive.org/details/subodh-pts-ed.-jaini-book-1/page/n7/mode/2up
T07n772u,,,T28n1553,,Abhidharmāmṛta,,Ghoṣaka,P0AT0261,http://www.dsbcproject.org/canon-text/book/97,,https://archive.org/details/in.ernet.dli.2015.326757/mode/2up
T07hvsatssu,,,T32n1646,"This is a backtranslation from the Chn. *Maybe* of limited use for training, we have to see.",Satyasiddhiśāstra [Tattvasiddhiśāstra],,Harivarman,P0ER0010,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/hvsatssu.htm,,
T07dhrmsk_u,D245,D245,T26n1537,,Dharmaskandha,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/dhrmsk_u.htm,,
T06vmvkbh_u,T06D4027,D4027,"T31n1599, T31n1600",,Madhyāntavibhāgabhāṣya [Madhyāntavibhāgakārikābhāṣya],,Vasubandhu,P6119,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/vmvkbh_u.htm,,
T06vasvvmsu,"T06D4057, 4056","D4057, D4056","T31n1588, T31n1589, T31n1590",Michael: T1589 is also an imperfect match to Viṃśatikā or any Skt commentary thereon.,Viṃśatikā vijñaptimātratāsiddhi [Viṃśikāvṛtti],,Vasubandhu,P6119,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/vasvvmsu.htm,,
T06sthtvbhu,T06D4064,D4064,T31n1585,"T31n1585 is a compilation of various Indian commentaries, including T06sthtvbhu",Triṃśikāvijñaptibhāṣya [Triṃśikābhāṣya],,Sthiramati,P4CZ16794,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/sthtvbhu.htm,,
T06srabhusu,T06D4036,D4036,T30n1579,one chapter of T30n1579,Yogācārabhūmi: Śrāvakabhūmi,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/srabhusu.htm,,https://archive.org/details/Sravakabhumi
T06srabhu_u,,,T30n1579,one chapter of T30n1579,Yogācārabhūmi: Śrāvakabhūmi,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/srabhu_u.htm,,https://archive.org/details/Sravakabhumi
T06sambhu,T06D4035,D4035,T30n1579,one chapter of T30n1579,Yogācārabhūmi: Samāhitā Bhūmi,,,,,,
T06pskvbhu,T06D4066,D4066,,"Not translated into Chn directly - T1613 exists and is ascribed to Sthiramati, but seems to be an independent version that does not directly correspond to Sthiramati's text in either Sanskrit or Tibetan.",Pañcaskandhakavibhāṣā,,Sthiramati,P4CZ16794,,,
T06n2994u,T06D4048,D4048,"T31n1592, T31n1593, T31n1594",n2994u is reconstructed from Chn or TIb - not reliable!,Mahāyānasaṃgraha,,Asaṅga,P6117,http://www.dsbcproject.org/canon-text/book/867,,https://archive.org/search.php?query=Mah%C4%81y%C4%81nasa%E1%B9%83graha
T06n1394u,T06D4035,D4035,T30n1579,,Yogācārabhūmi,,Asaṅga,P6117,http://www.dsbcproject.org/canon-text/book/341,,https://archive.org/search.php?query=Yog%C4%81c%C4%81rabh%C5%ABmi
T06n1333u,,,,Not found.,Cittatattvasaṅgraha,"In this title, I changed the word ""tatva"" to ""tattva"", which seems to be way more common.",,,http://www.dsbcproject.org/canon-text/book/329,,
T06n1290u,D4244,D4244,,Not found.,Bāhyarthasiddhikārikānāma,,Śubhagupta,,http://www.dsbcproject.org/canon-text/book/324,,
T06bsa073_u,"T06D4025, D4042","D4025, D4042",T31n1611,,"Ratnagotravibhāga [Ratnagotravibhāga Mahāyānottaratantraśāstra, Ratnagotravibhāga-Mahāyāna-Uttaratantra, Uttaratantra]","The Chinese tradition attributes the work to Sāramati (C. Jianyi), while the Tibetan tradition attributes the core verses of the text to Maitreya/Maitreyanātha and its prose commentary entitled the Uttaratantravyākhyā to Asaṅga. (Princeton)",Maitreya; Sāramati (C. Jianyi),,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa073_u.htm,,https://archive.org/search.php?query=Ratnagotravibh%C4%81ga
T06bsa065_u,T06D4059,D4059,T31n1612,,Pañcaskandhaprakaraṇa,,Vasubandhu,P6119,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa065_u.htm,,
T06bsa034_u,T06D4037,D4037,T31n1579,only one chapter in Sanskrit but full text in Chinese,Bodhisattvabhūmi,,,,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa034_u.htm,,https://archive.org/details/in.ernet.dli.2015.351937/mode/2up
T06bsa030_u,T06D4020,D4020,T31n1604,,Mahāyānasūtrālaṃkāra,,Asaṅga; Maitreya,P6118,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa030_u.htm,,https://archive.org/search.php?query=Mah%C4%81y%C4%81nas%C5%ABtr%C4%81la%E1%B9%83k%C4%81ra
T06bsa023_u,T06D4056,D4056,T31n1591,Michael: I would urge great caution (for T1591).,Viṃśatikākārikā [Viṃśikāvṛtti],,Vasubandhu,P6119,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa023_u.htm,,
T06bsa022_u,,,T31n1591,Michael: I would urge great caution (for T1591).,Viṃśatikākārikā [Viṃśikāvṛtti],,Vasubandhu,P6119,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa022_u.htm,,
