title,original_link,link,notes
advaitaśatakam,अद्वैतशतकम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%85%E0%A4%A6%E0%A5%8D%E0%A4%B5%E0%A5%88%E0%A4%A4%E0%A4%B6%E0%A4%A4%E0%A4%95%E0%A4%AE%E0%A5%8D,
anasūyāstotram,अनसूयास्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%85%E0%A4%A8%E0%A4%B8%E0%A5%82%E0%A4%AF%E0%A4%BE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
aparājitāstotram,अपराजितास्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%85%E0%A4%AA%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A4%BF%E0%A4%A4%E0%A4%BE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
abhilāṣāṣṭakam,अभिलाषाष्टकम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%85%E0%A4%AD%E0%A4%BF%E0%A4%B2%E0%A4%BE%E0%A4%B7%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%95%E0%A4%AE%E0%A5%8D,
amarakaviviracitaikākṣarīkośaḥ,अमरकविविरचित एकाक्षरी-कोशः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%85%E0%A4%AE%E0%A4%B0%E0%A4%95%E0%A4%B5%E0%A4%BF%E0%A4%B5%E0%A4%BF%E0%A4%B0%E0%A4%9A%E0%A4%BF%E0%A4%A4_%E0%A4%8F%E0%A4%95%E0%A4%BE%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%B0%E0%A5%80-%E0%A4%95%E0%A5%8B%E0%A4%B6%E0%A4%83,
amoghaśivakavacam,अमोघशिवकवचम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%85%E0%A4%AE%E0%A5%8B%E0%A4%98%E0%A4%B6%E0%A4%BF%E0%A4%B5%E0%A4%95%E0%A4%B5%E0%A4%9A%E0%A4%AE%E0%A5%8D,
ardhanārīnaṭeśvarastotram,अर्धनारी नटेश्वर स्तोत्रम - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%85%E0%A4%B0%E0%A5%8D%E0%A4%A7%E0%A4%A8%E0%A4%BE%E0%A4%B0%E0%A5%80_%E0%A4%A8%E0%A4%9F%E0%A5%87%E0%A4%B6%E0%A5%8D%E0%A4%B5%E0%A4%B0_%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE,
avadhūtāṣṭakam,अवधूताष्टकम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%85%E0%A4%B5%E0%A4%A7%E0%A5%82%E0%A4%A4%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%95%E0%A4%AE%E0%A5%8D,
aśvatthastotram,अश्वत्थस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%85%E0%A4%B6%E0%A5%8D%E0%A4%B5%E0%A4%A4%E0%A5%8D%E0%A4%A5%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
aṣṭādaśaśaktipīṭhastotram,अष्टादशशक्तिपीठस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%85%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%BE%E0%A4%A6%E0%A4%B6%E0%A4%B6%E0%A4%95%E0%A5%8D%E0%A4%A4%E0%A4%BF%E0%A4%AA%E0%A5%80%E0%A4%A0%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
āṃjaneyadvādaśanāmastotram,आंजनेय द्वादशनामस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%86%E0%A4%82%E0%A4%9C%E0%A4%A8%E0%A5%87%E0%A4%AF_%E0%A4%A6%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%A6%E0%A4%B6%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
āñjaneyasahasranāmastotram,आञ्जनेयसहस्रनामस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%86%E0%A4%9E%E0%A5%8D%E0%A4%9C%E0%A4%A8%E0%A5%87%E0%A4%AF%E0%A4%B8%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
āñjaneyasahasranāmāvaliḥ,आञ्जनेयसहस्रनामावलिः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%86%E0%A4%9E%E0%A5%8D%E0%A4%9C%E0%A4%A8%E0%A5%87%E0%A4%AF%E0%A4%B8%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A4%BF%E0%A4%83,
ādyāstotram,आद्यास्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%86%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
ānandasāgarastavaḥ,आनन्दसागरस्तवः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%86%E0%A4%A8%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%B8%E0%A4%BE%E0%A4%97%E0%A4%B0%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%B5%E0%A4%83,
ārttatrāṇastotram,आर्त्तत्राणस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%86%E0%A4%B0%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
āśrayāṣṭakam,आश्रयाष्टकम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%86%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A4%AF%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%95%E0%A4%AE%E0%A5%8D,
indrasahasranāmastotram,इन्द्रसहस्रनामस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%87%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A5%8D%E0%A4%B0%E0%A4%B8%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
umāsahasranāmastotram,उमासहस्रनामस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%89%E0%A4%AE%E0%A4%BE%E0%A4%B8%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
ekātmatāstotram,एकात्मतास्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%8F%E0%A4%95%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%AE%E0%A4%A4%E0%A4%BE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
ekādaśamukhahanumatkavacam,एकात्मतास्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%8F%E0%A4%95%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%AE%E0%A4%A4%E0%A4%BE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
kakārādikālīsahasranāmastotram,ककारादि कालीसहस्रनामस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A4%BE%E0%A4%A6%E0%A4%BF_%E0%A4%95%E0%A4%BE%E0%A4%B2%E0%A5%80%E0%A4%B8%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
kakārādikālīśatanāmastotram,ककारादिकालीशतनामस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A4%BE%E0%A4%A6%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B2%E0%A5%80%E0%A4%B6%E0%A4%A4%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
kamalāpatyaṣṭakam,कमलापत्यष्टकम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%AE%E0%A4%B2%E0%A4%BE%E0%A4%AA%E0%A4%A4%E0%A5%8D%E0%A4%AF%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%95%E0%A4%AE%E0%A5%8D,
karadarśanam,करदर्शनम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B0%E0%A4%A6%E0%A4%B0%E0%A5%8D%E0%A4%B6%E0%A4%A8%E0%A4%AE%E0%A5%8D,
kākinyaṣṭottarasahasranāmastotram,काकिन्यष्टोत्तरसहस्रनामस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%BE%E0%A4%95%E0%A4%BF%E0%A4%A8%E0%A5%8D%E0%A4%AF%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A4%B8%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
kātyāyanyaṣṭakam,कात्यायन्यष्टकम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AF%E0%A4%A8%E0%A5%8D%E0%A4%AF%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%95%E0%A4%AE%E0%A5%8D,
kālabhairavāṣṭakam,कालभैरवाष्टकम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%BE%E0%A4%B2%E0%A4%AD%E0%A5%88%E0%A4%B0%E0%A4%B5%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%95%E0%A4%AE%E0%A5%8D,
kālīsahasranāmastotram,कालीसहस्रनामस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%BE%E0%A4%B2%E0%A5%80%E0%A4%B8%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
kālīsahasranāmastotram (bṛhannīlatantram),कालीसहस्रनामस्तोत्रम् (बृहन्नीलतन्त्रम्) - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%BE%E0%A4%B2%E0%A5%80%E0%A4%B8%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D_(%E0%A4%AC%E0%A5%83%E0%A4%B9%E0%A4%A8%E0%A5%8D%E0%A4%A8%E0%A5%80%E0%A4%B2%E0%A4%A4%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D),
kāśīviśveśvarastotram,काशीविश्वेश्वरस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%BE%E0%A4%B6%E0%A5%80%E0%A4%B5%E0%A4%BF%E0%A4%B6%E0%A5%8D%E0%A4%B5%E0%A5%87%E0%A4%B6%E0%A5%8D%E0%A4%B5%E0%A4%B0%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
kirātāṣṭakam,किराताष्टकम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%BF%E0%A4%B0%E0%A4%BE%E0%A4%A4%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%95%E0%A4%AE%E0%A5%8D,
kuṇḍalinīsahasranāmastotram,कुण्डलिनीसहस्रनामस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A5%81%E0%A4%A3%E0%A5%8D%E0%A4%A1%E0%A4%B2%E0%A4%BF%E0%A4%A8%E0%A5%80%E0%A4%B8%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
kumārīsahasranāmastotram,कुमारीसहस्रनामस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A5%81%E0%A4%AE%E0%A4%BE%E0%A4%B0%E0%A5%80%E0%A4%B8%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
kṛṣṇasahasranāmastotram,कृष्णसहस्रनामस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A5%83%E0%A4%B7%E0%A5%8D%E0%A4%A3%E0%A4%B8%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
kṛṣṇasahasranāmastotram (gargasaṃhitā),कृष्णसहस्रनामस्तोत्रम् (गर्गसंहिता) - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A5%83%E0%A4%B7%E0%A5%8D%E0%A4%A3%E0%A4%B8%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D_(%E0%A4%97%E0%A4%B0%E0%A5%8D%E0%A4%97%E0%A4%B8%E0%A4%82%E0%A4%B9%E0%A4%BF%E0%A4%A4%E0%A4%BE),
kṛṣṇasahasranāmastotram (sātvatatantram),कृष्णसहस्रनामस्तोत्रम् (सात्वततन्त्रम्) - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A5%83%E0%A4%B7%E0%A5%8D%E0%A4%A3%E0%A4%B8%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D_(%E0%A4%B8%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%B5%E0%A4%A4%E0%A4%A4%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D),
kaupīnapañcakam,कौपीनपञ्चकम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A5%8C%E0%A4%AA%E0%A5%80%E0%A4%A8%E0%A4%AA%E0%A4%9E%E0%A5%8D%E0%A4%9A%E0%A4%95%E0%A4%AE%E0%A5%8D,
kṣamāprārthanā,क्षमाप्रार्थना - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%AE%E0%A4%BE%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%A5%E0%A4%A8%E0%A4%BE,
gaṃgāṣṭakam (śaṃkarabhagavatakṛtam),गंगाष्टकम् (शंकरभगवतकृतम्) - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A4%82%E0%A4%97%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%95%E0%A4%AE%E0%A5%8D_(%E0%A4%B6%E0%A4%82%E0%A4%95%E0%A4%B0%E0%A4%AD%E0%A4%97%E0%A4%B5%E0%A4%A4%E0%A4%95%E0%A5%83%E0%A4%A4%E0%A4%AE%E0%A5%8D),
gaṅgāṣṭakam (kālidāsakṛtam),गङ्गाष्टकम् (कालिदासकृतम्) - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A4%99%E0%A5%8D%E0%A4%97%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%95%E0%A4%AE%E0%A5%8D_(%E0%A4%95%E0%A4%BE%E0%A4%B2%E0%A4%BF%E0%A4%A6%E0%A4%BE%E0%A4%B8%E0%A4%95%E0%A5%83%E0%A4%A4%E0%A4%AE%E0%A5%8D),
gaṅgāṣṭakam (vālmīkikṛtam),गङ्गाष्टकम् (वाल्मीकिकृतम्) - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A4%99%E0%A5%8D%E0%A4%97%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%95%E0%A4%AE%E0%A5%8D_(%E0%A4%B5%E0%A4%BE%E0%A4%B2%E0%A5%8D%E0%A4%AE%E0%A5%80%E0%A4%95%E0%A4%BF%E0%A4%95%E0%A5%83%E0%A4%A4%E0%A4%AE%E0%A5%8D),
gaṇapatyatharvaśīrṣam,गणपत्यथर्वशीर्षम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A4%A3%E0%A4%AA%E0%A4%A4%E0%A5%8D%E0%A4%AF%E0%A4%A5%E0%A4%B0%E0%A5%8D%E0%A4%B5%E0%A4%B6%E0%A5%80%E0%A4%B0%E0%A5%8D%E0%A4%B7%E0%A4%AE%E0%A5%8D,
gaṇeśapaṃcaratnastotram,गणेशपंचरत्न स्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A4%A3%E0%A5%87%E0%A4%B6%E0%A4%AA%E0%A4%82%E0%A4%9A%E0%A4%B0%E0%A4%A4%E0%A5%8D%E0%A4%A8_%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
gaṇeśāṣṭakam,गणेशाष्टकम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A4%A3%E0%A5%87%E0%A4%B6%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%95%E0%A4%AE%E0%A5%8D,
gāyatrīmantraḥ,गायत्रीमन्त्रः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A4%BE%E0%A4%AF%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A5%80%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%83,
gāyatrīsahasranāmastotram (devībhāgavatam),गायत्रीसहस्रनामस्तोत्रम् (देवीभागवतम्) - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A4%BE%E0%A4%AF%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A5%80%E0%A4%B8%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D_(%E0%A4%A6%E0%A5%87%E0%A4%B5%E0%A5%80%E0%A4%AD%E0%A4%BE%E0%A4%97%E0%A4%B5%E0%A4%A4%E0%A4%AE%E0%A5%8D),
gāyatryaṣṭakam (śaṅkarācāryakṛtam),गायत्र्यष्टकम् (शङ्कराचार्यकृतम्) - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A4%BE%E0%A4%AF%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%95%E0%A4%AE%E0%A5%8D_(%E0%A4%B6%E0%A4%99%E0%A5%8D%E0%A4%95%E0%A4%B0%E0%A4%BE%E0%A4%9A%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%95%E0%A5%83%E0%A4%A4%E0%A4%AE%E0%A5%8D),
godāvarīstotram,गोदावरीस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A5%8B%E0%A4%A6%E0%A4%BE%E0%A4%B5%E0%A4%B0%E0%A5%80%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
gopālasahasranāmastotram,गोपालसहस्रनामस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A5%8B%E0%A4%AA%E0%A4%BE%E0%A4%B2%E0%A4%B8%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
gopālāṣṭakam (paramahaṃsasvāmibrahmānandakṛtam),गोपालाष्टकम् (परमहंसस्वामिब्रह्मानन्दकृतम्) - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A5%8B%E0%A4%AA%E0%A4%BE%E0%A4%B2%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%95%E0%A4%AE%E0%A5%8D_(%E0%A4%AA%E0%A4%B0%E0%A4%AE%E0%A4%B9%E0%A4%82%E0%A4%B8%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%AE%E0%A4%BF%E0%A4%AC%E0%A5%8D%E0%A4%B0%E0%A4%B9%E0%A5%8D%E0%A4%AE%E0%A4%BE%E0%A4%A8%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%95%E0%A5%83%E0%A4%A4%E0%A4%AE%E0%A5%8D),
gauragaṇoddeśadīpikā,गौरगणोद्देशदीपिका - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A5%8C%E0%A4%B0%E0%A4%97%E0%A4%A3%E0%A5%8B%E0%A4%A6%E0%A5%8D%E0%A4%A6%E0%A5%87%E0%A4%B6%E0%A4%A6%E0%A5%80%E0%A4%AA%E0%A4%BF%E0%A4%95%E0%A4%BE,
cidambaraṃ śrīnaṭarājastutī,चिदम्बरं श्रीनटराजस्तुती - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%9A%E0%A4%BF%E0%A4%A6%E0%A4%AE%E0%A5%8D%E0%A4%AC%E0%A4%B0%E0%A4%82_%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%80%E0%A4%A8%E0%A4%9F%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%81%E0%A4%A4%E0%A5%80,
chinnamastāsahasranāmastotram,छिन्नमस्तासहस्रनामस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%9B%E0%A4%BF%E0%A4%A8%E0%A5%8D%E0%A4%A8%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%B8%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
jagannāthasahasranāmastotram,जगन्नाथसहस्रनामस्तोत्रम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%9C%E0%A4%97%E0%A4%A8%E0%A5%8D%E0%A4%A8%E0%A4%BE%E0%A4%A5%E0%A4%B8%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%8D,
jyotirliṅgam,ज्योतिर्लिङ्गम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%9C%E0%A5%8D%E0%A4%AF%E0%A5%8B%E0%A4%A4%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%B2%E0%A4%BF%E0%A4%99%E0%A5%8D%E0%A4%97%E0%A4%AE%E0%A5%8D,
